ANO,COD_MUNICIPIO,NOME_MUNICIPIO,DEPENDENCIA_ADM,MEDIA_GERAL_CN,MEDIA_GERAL_CH,MEDIA_GERAL_LC,MEDIA_GERAL_MT,MEDIA_GERAL_REDACAO,MEDIA_CN_F,MEDIA_CH_F,MEDIA_LC_F,MEDIA_MT_F,MEDIA_REDACAO_F,MEDIA_CN_M,MEDIA_CH_M,MEDIA_LC_M,MEDIA_MT_M,MEDIA_REDACAO_M,TAXA_APROVACAO_3S,NOTA_SAEB_MT,NOTA_SAEB_LC,IDEB,PIB_MUNICIPIO,PIB_PER_CAPITA,VALOR_ADM_PUBLICA,ACESSO_A_INTERNET(%),ALUNOS_COM_ACESSO_A_INTERNET(%),ESCOLAS_COM_LABORATÓRIO_DE_INFORMÁTICA(%),ESCOLAS_COM_DESKTOP_PARA_ALUNOS(%),ESCOLAS_COM COMPUTADOR_PORTATIL_PARA_ALUNOS(%),ESCOLAS_COM_TABLET_PARA _ALUNOS(%),ESCOLAS_COM_EQUIPAMENTOS_PARA_ACESSO_A_INTERNET_DOS_ALUNOS(%),ESCOLAS_COM_ATENDIMENTO_EDUCACIONAL_ESPECIALIZADO(%),ESCOLAS_COM_EJA_NO_ENSINO_MEDIO(%),TOTAL_DE_ESCOLAS_POR_DEPENDENCIA
2017,2517001,Umbuzeiro,2,465.22,472.02,460.28,452.78,448.33,458.8,459.52,452.58,434.56,431.67,484.48,509.54,483.38,507.44,498.33,97.0,228.36,221.98,2.9,72567.138,7320.4,46913.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2017,2517100,Várzea,2,499.08,510.66,494.43,517.35,458.95,492.15,529.05,515.22,489.26,492.5,504.13,497.29,479.3,537.77,434.55,92.9,280.72,258.78,3.7,29715.289,10537.34,17041.479,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1
2017,2517209,Vieirópolis,2,474.68,466.74,474.49,462.69,547.2,483.33,478.85,478.29,466.54,563.53,456.31,441.01,466.41,454.51,512.5,96.7,269.14,265.27,4.0,41395.854,7725.99,25811.74,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2017,2517407,Zabelê,2,466.89,484.13,476.1,436.9,427.62,460.87,489.82,479.77,422.39,490.0,474.92,476.53,471.22,456.26,344.44,94.4,254.79,265.89,3.2,22410.807,9982.54,14277.898,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500106,Água Branca,2,465.85,542.23,498.79,520.91,524.19,459.25,532.61,495.44,492.21,522.14,478.17,560.2,505.05,574.49,528.0,94.9,273.19,265.58,3.8,79901.459,7863.54,51006.095,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500205,Aguiar,2,449.13,495.99,460.63,473.88,438.62,450.21,484.42,463.94,452.68,458.18,448.48,503.06,458.61,486.83,426.67,97.7,237.0,232.74,3.1,46220.879,8296.69,27009.676,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2500304,Alagoa Grande,2,454.85,522.44,468.09,481.35,468.12,447.81,515.15,466.71,467.79,450.49,465.58,533.54,470.2,502.02,495.0,84.3,240.33,243.36,2.4,256889.736,8974.94,134354.939,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2500403,Alagoa Nova,2,476.15,547.35,489.92,505.57,487.47,479.23,547.26,480.12,489.74,469.09,472.29,547.47,502.17,525.37,510.45,88.3,253.33,254.4,2.8,287713.251,13974.12,93098.813,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500502,Alagoinha,2,456.42,517.85,475.33,468.09,446.86,455.04,514.88,484.38,453.83,477.95,458.15,521.59,463.93,486.04,407.74,92.1,257.83,260.19,3.2,109852.111,7646.14,68540.107,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500536,Alcantil,2,460.08,526.94,487.97,502.36,472.86,457.61,541.37,510.46,505.59,535.56,464.52,500.98,447.5,496.54,360.0,93.5,261.27,263.16,3.4,42363.349,7740.43,28325.321,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2500536,Alcantil,3,479.8,427.3,460.6,383.1,0.0,,,,,,479.8,427.3,460.6,383.1,0.0,93.5,261.27,263.16,3.4,42363.349,7740.43,28325.321,,,,,,,,,,
2018,2500577,Algodão de Jandaíra,2,453.12,531.68,478.0,480.0,406.15,469.69,537.54,496.26,491.9,433.33,415.82,518.5,436.92,453.22,345.0,90.0,228.17,223.97,2.8,25658.715,10312.99,17784.06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500601,Alhandra,2,440.05,509.92,470.12,485.42,394.25,435.33,512.13,471.02,478.6,421.13,447.41,506.47,468.71,496.06,352.35,89.0,220.7,214.62,2.3,1704814.489,87917.82,109185.396,100.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,100.0,2
2018,2500700,São João do Rio do Peixe,2,464.43,522.86,481.82,485.25,496.27,456.95,530.16,476.44,476.84,531.52,473.93,513.6,488.65,495.93,451.54,93.5,250.55,247.59,2.9,185443.778,10336.31,87097.028,100.0,0.0,66.67,0.0,0.0,0.0,0.0,66.67,66.67,3
2018,2500700,São João do Rio do Peixe,3,429.7,468.35,456.4,421.45,360.0,455.5,487.4,473.7,380.1,320.0,403.9,449.3,439.1,462.8,400.0,93.5,250.55,247.59,2.9,185443.778,10336.31,87097.028,,,,,,,,,,
2018,2500734,Amparo,2,446.62,506.58,452.83,463.63,332.0,440.54,515.69,469.56,485.15,395.0,453.57,496.17,433.7,439.04,260.0,76.7,234.81,232.62,2.9,25507.996,11453.97,16208.507,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500775,Aparecida,2,450.32,547.75,476.38,484.61,449.27,444.75,541.63,472.3,470.84,440.77,459.99,558.37,483.45,508.47,464.0,100.0,261.1,269.19,3.8,77955.944,9350.6,39352.133,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2500809,Araçagi,2,457.53,534.02,492.27,487.74,430.79,452.54,534.5,492.12,468.69,442.98,465.6,533.23,492.51,518.62,411.03,87.8,235.36,240.66,2.9,155361.802,9096.66,79849.781,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2500908,Arara,2,461.56,530.3,497.6,500.0,501.75,464.33,534.69,508.68,492.3,518.12,458.02,524.68,483.42,509.87,480.8,91.1,264.69,273.46,2.7,100898.781,7508.47,61427.56,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501005,Araruna,2,466.02,541.2,489.13,487.6,479.7,460.34,531.2,494.19,476.02,478.38,473.27,553.97,482.68,502.38,481.38,93.2,238.46,235.97,2.6,165477.91,8185.9,97944.517,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501104,Areia,2,456.42,542.64,486.28,471.14,466.92,452.3,543.18,484.24,458.01,463.28,462.28,541.87,489.17,489.78,472.09,84.8,263.96,256.46,3.4,234367.281,10199.64,103333.056,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,3
2018,2501153,Areia de Baraúnas,2,430.11,521.27,460.47,449.02,354.29,431.96,537.91,473.59,427.87,408.57,428.26,504.63,447.36,470.17,300.0,100.0,240.83,226.41,3.3,19976.374,9334.75,14836.044,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1
2018,2501203,Areial,2,486.38,577.22,518.84,537.59,561.11,482.99,595.28,516.78,508.8,486.67,489.77,559.17,520.91,566.38,635.56,90.3,251.6,266.5,3.0,52167.365,7522.33,35064.511,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501203,Areial,3,474.17,572.96,509.95,485.81,472.0,475.65,566.88,491.25,485.78,455.0,473.18,577.02,522.42,485.83,483.33,90.3,251.6,266.5,3.0,52167.365,7522.33,35064.511,,,,,,,,,,
2018,2501302,Aroeiras,2,462.81,540.89,496.07,487.17,506.81,458.85,549.63,495.21,478.83,525.23,471.68,521.3,497.99,505.87,465.52,96.6,224.04,233.17,2.9,153209.092,7983.8,91450.101,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501351,Assunção,2,478.78,560.08,499.54,482.69,474.0,464.38,544.71,484.71,473.98,475.0,536.4,621.55,558.85,517.55,470.0,90.0,247.56,257.11,3.6,37403.641,9665.02,21692.241,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1
2018,2501401,Baía da Traição,2,431.4,501.82,467.05,477.11,388.57,423.7,477.13,459.36,464.78,430.48,439.1,526.51,474.74,489.44,346.67,82.9,222.88,226.66,3.0,85944.886,9621.06,46526.212,100.0,0.0,66.67,0.0,0.0,0.0,0.0,33.33,66.67,3
2018,2501500,Bananeiras,1,499.99,559.61,526.85,522.94,533.71,542.49,586.06,549.35,512.74,605.0,487.4,551.78,520.18,525.96,512.59,,,,,238642.697,11251.42,103265.04,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501500,Bananeiras,2,475.84,537.81,506.61,504.38,501.45,470.56,530.7,494.55,484.34,474.75,482.42,546.67,521.61,529.33,534.69,83.6,235.59,235.02,2.5,238642.697,11251.42,103265.04,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2501534,Baraúna,2,467.96,530.33,477.69,478.5,384.83,449.99,572.79,498.64,487.05,414.67,487.21,484.84,455.24,469.34,352.86,86.0,253.66,262.67,3.0,41903.344,8673.84,26323.891,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501575,Barra de Santana,2,453.11,527.91,490.17,457.68,490.32,446.81,514.98,487.86,444.16,475.0,464.55,551.42,494.37,482.25,518.18,86.0,245.54,235.7,3.3,73459.507,8905.26,42974.798,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501609,Barra de Santa Rosa,2,464.63,510.97,474.5,494.79,497.65,460.76,503.34,479.21,477.45,505.71,470.88,523.31,466.9,522.82,484.62,75.6,256.3,252.67,3.3,127060.938,8322.04,75769.386,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501708,Barra de São Miguel,2,449.58,529.39,497.82,464.11,434.0,444.87,533.39,501.89,453.83,417.33,463.72,517.4,485.62,494.94,484.0,100.0,231.59,229.87,2.8,59063.331,9945.0,30480.538,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2501807,Bayeux,2,451.46,526.75,486.27,489.7,425.16,442.72,523.65,480.4,474.9,417.01,463.02,530.86,494.03,509.28,435.92,80.7,239.69,236.14,2.6,1338139.802,13859.55,446069.084,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,71.43,7
2018,2501807,Bayeux,3,437.0,556.76,486.78,461.52,416.0,437.0,556.76,486.78,461.52,416.0,,,,,,80.0,239.69,236.14,2.7,1338139.802,13859.55,446069.084,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2501906,Belém,2,437.24,513.29,464.76,476.62,460.0,442.05,519.07,475.06,490.04,487.27,429.69,504.2,448.58,455.53,417.14,85.1,229.04,238.96,2.7,181126.753,10267.96,83529.79,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502003,Belém do Brejo do Cruz,2,468.81,536.16,481.72,496.48,485.83,463.41,530.1,471.15,472.87,490.48,473.01,540.87,489.94,514.84,482.22,93.8,243.45,235.41,2.8,65859.644,8978.82,37772.723,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2502052,Bernardino Batista,2,456.35,563.54,510.21,520.68,493.68,469.83,571.73,516.34,510.7,525.45,437.82,552.28,501.78,534.41,450.0,93.9,262.91,265.27,2.6,33267.031,9804.61,21956.135,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502102,Boa Ventura,2,475.57,516.55,468.75,480.35,480.0,478.81,515.28,469.56,490.82,527.27,472.61,517.71,468.01,470.75,436.67,97.6,231.23,225.6,3.0,43454.214,8012.95,27592.161,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2502102,Boa Ventura,3,456.65,591.8,518.5,490.3,570.0,,,,,,456.65,591.8,518.5,490.3,570.0,97.6,231.23,225.6,3.0,43454.214,8012.95,27592.161,,,,,,,,,,
2018,2502151,Boa Vista,2,466.42,505.49,460.44,494.82,427.65,475.02,490.34,458.4,469.49,520.0,459.64,517.44,462.06,514.82,354.74,100.0,237.4,247.6,3.6,156070.954,22385.39,37944.827,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502201,Bom Jesus,2,464.83,532.24,490.67,477.89,506.09,470.52,541.04,496.01,450.24,542.0,460.46,525.48,486.57,499.16,478.46,100.0,246.88,260.31,3.5,27278.155,10709.92,15570.556,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502300,Bom Sucesso,2,454.37,511.3,458.56,485.04,454.29,456.12,499.79,448.77,467.34,425.45,451.39,530.78,475.13,515.01,503.08,100.0,235.44,236.62,2.9,41659.61,8341.93,25649.255,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502409,Bonito de Santa Fé,2,448.54,534.11,484.77,494.49,428.0,449.84,544.2,496.96,482.15,443.16,446.29,516.68,463.71,515.81,401.82,76.9,241.6,241.44,2.3,91431.072,7750.37,59076.45,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502508,Boqueirão,2,468.15,544.23,499.59,489.74,485.57,465.14,545.54,498.28,480.54,508.97,472.63,542.28,501.55,503.42,450.77,81.3,253.85,250.66,3.0,205674.905,11586.67,84279.723,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,2
2018,2502607,Igaracy,2,458.73,528.73,475.02,528.18,510.23,443.98,503.11,459.61,507.23,497.27,474.18,555.58,491.16,550.13,523.81,94.8,253.25,259.37,3.8,53673.898,8676.67,32156.224,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502706,Borborema,2,451.92,499.26,484.29,441.29,453.85,443.19,492.86,480.28,438.73,474.55,499.9,534.45,506.35,455.4,340.0,83.8,223.64,234.66,2.6,59399.399,11010.08,28722.832,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2502805,Brejo do Cruz,2,441.73,511.18,467.02,486.24,393.11,444.35,519.72,468.05,464.03,415.38,439.79,504.83,466.25,502.74,376.57,84.8,238.29,242.05,2.6,125107.386,8940.71,66065.496,50.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,2
2018,2502904,Brejo dos Santos,2,448.72,539.26,493.41,500.51,488.18,452.96,537.36,501.82,486.22,483.33,443.64,541.54,483.33,517.67,494.0,80.9,262.38,259.61,3.4,53816.747,8365.73,32354.534,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2503001,Caaporã,2,439.74,512.82,468.21,463.18,404.12,436.4,507.07,461.05,443.09,397.63,444.94,521.74,479.33,494.38,414.21,85.9,235.15,232.88,2.9,331124.421,15260.6,121557.174,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2503001,Caaporã,3,391.9,409.3,449.2,411.5,300.0,,,,,,391.9,409.3,449.2,411.5,300.0,85.9,235.15,232.88,2.9,331124.421,15260.6,121557.174,,,,,,,,,,
2018,2503100,Cabaceiras,2,473.2,532.62,501.39,509.67,513.16,466.3,533.83,501.38,494.67,525.6,486.48,530.28,501.42,538.52,489.23,96.2,288.27,277.4,4.2,56686.557,10301.03,27176.926,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2503209,Cabedelo,1,496.97,577.8,542.63,546.23,536.32,495.03,577.85,539.52,539.0,544.64,498.97,577.74,545.83,553.67,527.76,100.0,255.19,270.7,4.3,2732463.542,40978.76,407352.922,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2503209,Cabedelo,2,451.73,515.13,472.88,484.62,406.71,443.55,509.26,462.85,475.55,400.86,459.26,520.54,482.12,492.98,412.11,80.2,227.58,231.43,2.2,2732463.542,40978.76,407352.922,100.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,6
2018,2503308,Cachoeira dos Índios,2,475.61,552.93,499.78,498.74,468.97,464.42,552.42,502.58,485.02,472.94,491.45,553.66,495.8,518.18,463.33,81.4,240.82,225.54,2.1,111253.641,10926.5,48388.523,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1
2018,2503407,Cacimba de Areia,2,441.93,492.77,462.59,483.63,414.44,453.96,490.35,481.53,492.5,452.73,423.03,496.57,432.84,469.7,354.29,100.0,237.78,237.06,3.5,33970.285,9109.76,20714.578,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1
2018,2503506,Cacimba de Dentro,2,463.48,530.65,486.55,498.72,467.1,462.94,537.79,482.98,495.04,489.0,464.17,521.54,491.1,503.43,439.15,88.4,239.62,250.98,2.9,128194.771,7470.99,82342.245,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2503555,Cacimbas,2,475.36,520.34,471.94,467.05,383.53,488.08,521.4,481.05,460.57,385.45,452.05,518.4,455.23,478.92,380.0,89.4,229.64,232.7,3.1,54318.839,7602.36,37418.653,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2503605,Caiçara,2,450.29,495.75,476.68,484.24,383.03,443.6,485.5,482.66,489.9,388.0,460.58,511.53,467.48,475.53,375.38,97.9,249.6,239.32,2.7,57475.936,7882.05,34229.641,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2503704,Cajazeiras,1,553.83,629.23,582.28,623.59,685.39,550.81,620.99,587.62,599.25,683.2,556.16,635.57,578.18,642.32,687.08,95.0,333.63,325.43,5.7,1064231.522,17227.26,284254.002,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2503704,Cajazeiras,2,459.6,528.35,482.01,499.78,436.82,448.16,516.73,469.94,481.0,424.14,474.86,543.84,498.1,524.82,453.71,87.2,254.74,257.05,3.0,1064231.522,17227.26,284254.002,100.0,0.0,100.0,0.0,0.0,0.0,0.0,33.33,50.0,6
2018,2503753,Cajazeirinhas,2,447.42,511.7,468.36,481.8,471.3,433.94,501.66,463.63,461.71,430.67,472.7,530.54,477.22,519.45,547.5,100.0,265.87,251.86,3.9,32677.108,10272.59,21032.187,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2503803,Caldas Brandão,2,452.26,525.88,479.33,493.93,454.76,439.91,529.0,471.5,502.24,435.0,463.49,523.04,486.44,486.38,472.73,92.9,228.31,231.02,2.6,66657.666,11143.04,31957.259,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,2
2018,2503902,Camalaú,2,451.8,531.86,509.82,493.13,477.71,454.76,546.87,524.28,491.3,466.96,446.13,503.11,482.1,496.65,498.33,94.0,257.37,262.28,3.7,62807.857,10478.45,30713.132,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504009,Campina Grande,1,530.29,613.69,573.45,590.34,671.23,519.8,610.03,571.47,561.8,688.79,542.1,617.82,575.67,622.47,651.46,96.4,331.69,322.6,5.0,9152679.008,22462.11,1870442.682,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504009,Campina Grande,2,470.46,546.14,505.29,504.57,503.27,463.63,540.41,500.22,488.45,504.39,479.11,553.4,511.71,524.99,501.84,89.7,261.47,266.03,3.3,9152679.008,22462.11,1870442.682,88.37,0.0,79.07,0.0,0.0,0.0,0.0,32.56,79.07,43
2018,2504033,Capim,2,455.46,519.28,488.76,476.45,417.14,438.01,499.18,464.16,460.24,391.58,492.31,561.72,540.71,510.69,471.11,85.5,232.75,230.03,2.9,60016.668,9342.57,34794.39,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2504074,Caraúbas,2,463.04,500.91,474.92,484.86,490.48,452.39,495.51,474.62,490.19,515.71,484.36,511.73,475.51,474.2,440.0,93.3,248.71,254.15,3.6,36338.744,8777.47,23158.984,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504108,Carrapateira,2,468.09,550.63,512.5,531.28,491.82,463.39,546.48,503.88,517.44,523.08,474.88,556.62,524.97,551.27,446.67,97.1,251.35,251.73,2.7,25778.963,9798.16,18078.071,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2504157,Casserengue,2,463.29,539.04,501.22,504.33,547.2,476.86,538.23,498.04,472.44,528.57,446.03,540.08,505.26,544.91,570.91,84.4,228.45,225.58,2.0,60633.955,8159.6,38894.456,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504157,Casserengue,3,432.8,400.2,438.0,386.6,600.0,432.8,400.2,438.0,386.6,600.0,,,,,,84.4,228.45,225.58,2.0,60633.955,8159.6,38894.456,,,,,,,,,,
2018,2504207,Catingueira,2,461.55,515.82,475.0,489.24,377.84,466.64,518.46,475.64,487.72,395.56,447.81,508.72,473.27,493.33,330.0,95.0,272.59,262.47,4.3,43287.173,8782.14,25639.432,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2504306,Catolé do Rocha,1,515.98,580.65,564.23,542.93,688.33,509.61,596.42,566.62,534.83,627.5,528.7,549.1,559.45,559.15,810.0,96.2,,,,393493.464,12968.18,136855.706,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2504306,Catolé do Rocha,2,463.68,532.61,491.49,496.7,470.45,455.14,528.86,490.45,477.88,470.87,476.15,538.08,493.0,524.18,469.84,89.8,248.81,245.1,2.9,393493.464,12968.18,136855.706,100.0,0.0,66.67,0.0,0.0,0.0,0.0,33.33,33.33,3
2018,2504355,Caturité,2,473.09,547.92,504.86,486.11,411.25,482.51,560.53,520.32,467.28,497.78,460.99,531.7,484.97,510.31,300.0,80.8,238.05,250.02,3.0,55099.242,11462.29,27556.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2504405,Conceição,2,445.87,510.14,453.7,478.62,434.88,456.19,516.85,449.48,480.96,469.76,435.56,503.43,457.93,476.29,400.0,85.2,232.62,234.02,2.5,170737.23,9031.8,90834.785,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504504,Condado,2,456.87,542.16,490.02,530.36,520.0,464.46,542.76,506.74,542.95,526.92,441.71,540.95,456.59,505.2,506.15,95.4,262.2,268.06,4.0,59963.371,9018.4,32881.732,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2504603,Conde,2,449.49,528.59,471.86,478.22,380.29,446.03,526.21,461.82,457.1,367.8,454.76,532.19,487.12,510.29,399.26,68.0,219.11,223.45,2.3,712621.291,29298.25,129155.538,100.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,2
2018,2504702,Congo,2,458.01,514.32,479.73,485.24,424.67,460.4,510.6,471.29,464.33,461.0,453.25,521.77,496.59,527.06,352.0,86.8,272.04,268.98,3.9,51573.296,10778.12,25247.948,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2504801,Coremas,2,453.19,520.86,484.64,518.82,508.1,449.02,521.37,482.94,505.32,536.09,458.99,520.15,487.0,537.64,469.09,93.6,266.24,259.11,3.4,150014.004,9726.64,64502.615,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504850,Coxixola,2,458.76,512.69,473.17,473.15,463.64,482.9,511.97,473.78,495.57,546.67,429.8,513.56,472.44,446.26,364.0,95.2,265.94,252.36,3.8,20235.312,10611.07,12797.034,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2504900,Cruz do Espírito Santo,2,446.97,518.67,457.6,462.13,426.06,443.37,515.84,448.87,461.01,430.0,454.16,524.33,475.06,464.35,418.18,88.2,220.15,227.23,2.5,133172.051,7668.55,75704.186,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.67,3
2018,2505006,Cubati,2,477.88,550.64,517.46,504.62,540.0,464.43,548.69,512.77,485.74,576.55,513.32,555.79,529.82,554.39,443.64,92.3,271.72,265.28,3.7,65029.857,8376.9,40428.436,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505105,Cuité,2,467.23,538.3,504.02,502.63,482.55,462.45,535.02,499.72,483.37,486.29,473.49,542.59,509.66,527.84,477.65,94.8,264.12,258.77,3.3,204338.222,10044.65,97593.92,100.0,0.0,66.67,0.0,0.0,0.0,0.0,33.33,33.33,3
2018,2505204,Cuitegi,2,427.73,500.33,451.16,464.66,424.44,428.34,507.25,455.65,466.55,443.64,425.02,469.86,431.4,456.38,340.0,85.1,235.01,237.94,2.6,56924.08,8342.97,34427.841,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505238,Cuité de Mamanguape,2,467.01,516.0,474.61,481.41,355.74,452.3,509.63,484.66,462.62,323.57,488.69,525.37,459.79,509.08,403.16,89.8,235.81,233.72,3.0,63299.546,9970.0,35623.844,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2505279,Curral de Cima,2,441.02,507.85,455.33,483.56,394.12,435.2,509.0,458.54,480.15,421.6,457.18,504.64,446.41,493.04,317.78,95.2,242.09,258.43,3.7,48454.637,9243.54,30094.974,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505303,Curral Velho,2,440.16,528.04,498.61,509.81,468.75,434.59,518.16,489.05,491.55,470.91,452.42,549.78,519.66,549.98,464.0,88.9,257.85,235.95,2.8,22134.312,8779.97,14363.93,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505352,Damião,2,476.27,534.11,483.93,484.69,397.06,477.48,520.07,471.61,469.13,387.62,474.32,556.8,503.82,509.83,412.31,93.0,261.66,260.41,3.5,42137.881,7967.08,29129.712,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505402,Desterro,2,443.96,500.68,463.71,486.53,413.33,425.37,502.08,456.35,459.0,363.81,465.66,499.06,472.29,518.64,471.11,94.5,251.55,259.86,3.2,60648.594,7325.59,36780.864,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,1
2018,2505501,Vista Serrana,2,457.96,506.07,483.99,500.62,435.29,455.18,491.38,480.86,488.26,449.47,461.49,524.69,487.97,516.28,417.33,96.7,254.01,247.12,3.7,33898.661,8984.54,21577.596,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1
2018,2505600,Diamante,2,452.35,512.15,474.91,482.2,431.11,447.68,510.43,468.69,468.43,475.29,460.29,515.08,485.48,505.61,356.0,98.0,261.0,244.04,3.4,53046.586,8067.92,32496.137,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2018,2505600,Diamante,3,391.0,566.2,454.6,386.8,420.0,391.0,566.2,454.6,386.8,420.0,,,,,,98.0,261.0,244.04,3.4,53046.586,8067.92,32496.137,,,,,,,,,,
